Rooms,Type,Price,Bedrooms,Baths,Car,HouseArea,LotArea,BuiltYear
3,u,585000,3,1,1,1980,1078,2009
2,t,480000,,,,,,
2,t,480000,2,1,1,1243,1034,1988
4,t,605000,4,2,1,2365,1727,1990
2,u,495000,3,1,2,2255,,
3,h,738000,3,1,1,9031,1166,1974
2,h,386000,2,1,1,1221,737,1987
2,h,517500,,,,,,
2,u,452000,2,1,1,1749,957,1990
3,h,522500,3,1,1,2112,1331,2005
2,h,601500,2,1,1,2783,,2000
3,h,1305000,3,1,1,8085,,
3,h,,3,1,2,5720,1210,1965
2,h,741000,2,1,2,5720,3300,2006
2,u,,,,,,,
2,u,495000,2,1,1,2277,,1975
5,h,1345000,5,2,5,8349,,
2,t,530000,2,1,1,1716,1078,2004
3,h,815000,2,1,1,4818,1034,1960
4,h,930000,4,1,3,8206,,
2,u,521500,2,1,1,,,1970
4,h,730000,4,1,3,7513,,
3,h,775000,3,1,1,4466,1133,1960
2,u,495000,,,,,,
4,h,990000,4,2,2,8470,,
5,h,950000,5,2,2,7755,1826,1950
2,h,915000,2,1,3,6919,,1975
3,h,,3,1,1,7007,,1940
3,h,900000,3,1,1,6270,1529,1950
2,t,476450,,,,,,
3,h,810000,3,1,1,5170,,
2,h,920000,2,1,2,7150,,
2,t,590000,,,,,,
3,h,835000,3,1,2,4642,1452,1950
3,t,790000,3,3,1,3201,1925,2009
4,h,810000,4,2,1,5005,1617,1950
3,t,667500,3,2,2,1837,,
2,t,500000,2,1,1,1617,1199,2012
2,u,485000,2,1,1,1529,814,1975
3,h,,3,1,2,5346,,
2,u,488000,3,1,2,2409,924,2001
3,h,900000,3,2,2,6688,1848,1940
2,h,,2,1,1,,1452,2010
3,h,,2,1,2,6435,,
2,h,680000,2,1,2,6490,1045,1940
3,h,683500,3,1,2,6490,,
5,h,977000,,,,,,
2,u,,2,1,1,2222,,2005
3,t,590000,3,2,2,2101,1562,2000
3,h,770000,3,1,3,5104,1364,1955
3,h,815000,3,1,2,6908,,
3,h,975000,3,1,3,7546,1661,1970
4,h,970000,3,2,1,5885,1694,1920
3,u,515000,3,1,2,,,
3,h,985000,,,,,,
2,t,515000,,,,,,
3,h,640000,,,,,,
3,h,940000,3,1,1,6479,,1970
3,h,770000,,,,,,
3,t,600000,3,3,1,2255,1177,1940
2,t,510000,2,1,1,1210,1001,2013
3,h,,3,2,2,5544,1078,1950
3,h,750000,3,2,2,5940,1606,1999
4,h,822000,4,2,2,2750,2134,1983
3,h,983000,3,1,2,7150,,
3,h,,3,1,2,7491,,
3,u,,,,,,,
3,h,600000,3,1,3,5390,,
4,h,900000,,,,,,
3,h,,3,2,1,3476,1793,2010
4,t,640000,3,2,2,3883,,
2,u,470000,,,,,,
3,t,430000,3,2,1,1606,1166,2006
3,t,540000,,,,,,
4,h,1350000,4,2,2,7106,3157,1995
2,u,540000,,,,,,
2,h,818000,,,,,,
3,h,,3,1,1,6391,,
4,h,780000,4,1,1,6116,,
5,t,,5,4,3,2068,,
2,h,474000,2,1,1,6138,,
2,h,810000,2,1,1,8613,1034,1950
4,h,723000,4,1,2,5335,,1960
2,t,550500,2,1,2,1485,1100,2012
2,t,610000,2,1,1,1859,1199,1995
2,u,,3,1,1,1573,946,2000
3,h,1000000,3,1,2,9438,,
3,u,533000,3,2,2,2167,1221,2007
2,u,,,,,,,
2,h,630000,2,1,1,6622,,
3,h,805000,,,,,,
2,t,410000,2,1,1,1155,968,2014
3,h,600000,3,1,4,6127,1221,1955
2,t,,,,,,,
3,h,616000,3,1,1,2090,1188,1970
3,h,,,,,,,
3,h,792000,3,1,2,6402,,
4,t,800000,,,,,,
2,h,750000,,,,,,
3,h,960000,3,1,2,7051,1221,1950
4,h,985000,4,2,2,5621,2002,2007
4,h,820000,4,1,1,4620,,
2,t,,2,1,2,1936,1100,2002
2,u,,2,1,1,,,
3,h,,3,1,2,7062,,
3,h,670000,3,1,1,6556,1595,1949
3,t,,3,2,1,1419,1540,2001
2,h,855000,2,1,2,7249,,
2,u,567000,,,,,,
4,t,665000,4,2,2,1628,1551,2001
2,h,440000,,,,,,
3,h,690000,3,1,1,5577,,
3,t,560000,,,,,,
3,h,880000,3,2,2,6468,1166,1960
3,h,700000,3,1,2,4939,1144,1950
3,t,600000,3,2,1,1342,1529,1998
3,h,721000,3,1,2,5962,,
2,h,720000,2,1,1,4708,,
3,h,730000,,,,,,
4,h,910000,4,2,0,10274,,
2,h,1570000,2,1,1,8206,2915,1950
2,h,525500,2,1,1,1221,924,2000
2,t,555000,,,,,,
3,h,612500,3,1,1,5742,1452,1950
1,u,248500,1,1,1,539,539,1970
3,h,960000,3,2,2,5511,5511,1960
2,h,1085000,3,1,2,9317,,1960
2,t,,2,1,1,1133,1430,2013
3,h,650000,3,2,1,2926,,
4,h,650000,4,1,2,4510,1551,1940
3,t,652500,,,,,,
3,h,,3,1,1,7722,,
4,h,937000,4,2,2,7788,,
2,u,360000,2,1,1,1309,,
3,h,500000,3,1,2,2101,1012,2013
2,h,775000,2,1,2,5797,,1950
3,h,599000,3,1,1,5874,1100,1950
2,u,,2,1,1,,,
2,u,1100000,2,2,1,,,
2,u,650000,,,,,,
3,h,1681000,,,,,,
4,h,,4,2,2,3839,3839,2000
4,h,,3,2,1,3212,2112,2000
2,h,1240000,2,1,0,,,
3,h,2365000,,,,,,
3,u,1380000,,,,,,
6,h,1800000,6,4,2,3883,,
3,h,1150000,3,2,1,,1474,1990
3,h,985000,3,1,0,1881,1837,1890
2,u,,,,,,,
3,u,1200000,3,2,2,,1529,2012
2,u,1340000,2,2,2,238700,,2000
3,h,2200000,3,2,0,2750,3080,1863
4,h,2105000,4,2,3,6721,1991,1940
2,u,550000,2,1,1,,627,2012
3,u,,3,2,2,64515,,
2,u,1250000,2,2,2,,,
2,u,575000,2,2,1,,,
4,h,1915000,4,3,1,3553,2607,1935
2,u,850000,,,,,,
3,h,,3,2,1,1661,1606,1890
3,h,1630000,3,2,2,1485,1485,1997
2,h,1000000,2,2,0,1056,1188,1890
3,h,1470000,3,1,0,1683,1199,1880
2,u,725000,2,2,2,,957,2010
2,h,1234500,3,1,0,2013,2035,
2,u,600000,2,1,1,,814,2005
3,h,1342000,3,2,2,1903,1507,1900
1,u,500000,1,1,1,,660,2006
2,u,795000,2,2,1,6369,924,2013
2,u,590000,2,2,1,,770,2012
4,h,1502000,4,1,2,1606,,1880
2,t,,2,1,2,1177,,
2,u,,,,,,,
2,u,1100000,2,2,1,,1210,2006
3,h,1421000,3,2,1,2365,,1990
4,h,,3,2,0,3883,2079,1900
2,u,845000,2,2,2,23826,,
2,u,720000,2,1,1,,,
2,h,1275000,2,2,1,1265,1265,2015
2,h,1000000,2,1,1,990,1166,2007
4,h,1820000,4,2,1,2332,1738,1900
1,u,420000,1,1,1,,,
2,u,600000,2,2,1,10945,,
3,h,1916000,2,2,1,2090,,1900
1,u,577000,1,1,1,,,2004
2,u,655000,2,2,1,,913,2000
2,h,1016500,2,1,1,1441,,
1,u,,1,1,1,,638,2006
2,h,1350000,2,1,1,2145,1034,1900
3,u,1082000,,,,,,
3,h,1560000,3,2,2,2651,1441,1900
3,h,,3,2,1,1892,1100,1900
2,u,1035000,2,2,1,,,2003
2,u,1070000,2,2,1,,,2003
2,h,1060000,2,1,0,1166,770,1910
2,u,1610000,2,2,2,,1144,2007
2,u,910000,,,,,,
3,h,1485000,,,,,,
2,h,1101000,2,1,0,1672,781,1910
4,h,,4,3,2,,1727,2010
2,h,880000,2,1,2,1793,913,1980
2,u,730000,2,1,1,,,
3,h,,3,2,1,3355,1474,1940
3,u,1190000,,,,,,
2,h,1080000,2,1,0,1155,770,1910
2,h,1115000,2,1,0,1320,836,1900
2,u,516000,2,1,1,,770,2004
3,h,1753000,3,2,1,2475,1683,1910
3,t,,3,1,1,,1320,1979
2,h,825000,2,1,0,1221,,
2,u,820000,2,2,2,23826,,
2,h,900000,2,1,0,1364,770,1900
2,u,,2,2,2,,1056,2004
5,h,2350000,5,1,2,3850,1903,1890
3,h,,3,2,1,2200,1056,1860
3,h,,,,,,,
3,t,1565000,3,1,2,2068,,
2,u,730000,,,,,,
2,u,730000,,,,,,
2,u,,2,2,1,,,2000
3,h,1670000,3,2,1,1540,1859,1880
2,u,,2,1,2,,,2004
2,h,,2,1,1,825,990,2000
3,h,1402000,3,1,0,1188,1166,1900
4,h,,4,2,2,3641,1804,1940
2,u,852000,,,,,,
2,u,551000,,,,,,
3,h,1570000,3,2,1,2310,2321,1999
3,h,,3,2,0,1826,,
3,h,1515000,3,2,0,2321,,
2,u,,,,,,,
3,h,1260000,,,,,,
3,h,,3,1,0,1727,957,1910
2,h,1155000,2,1,0,1232,,
2,h,1150000,2,1,0,902,990,1910
3,u,950000,,,,,,
2,h,875000,2,1,1,1045,,
2,u,625000,2,2,1,23826,,
3,h,1384000,3,1,0,2024,1100,1905
2,u,1405000,2,2,1,,,
2,u,655000,2,1,1,,946,2006
1,u,456000,1,1,1,,693,2007
3,u,2260000,3,2,2,,4950,
2,h,1130000,1,1,0,1232,,
3,h,1305000,2,2,2,3333,,
2,u,720000,2,2,1,,,2012
2,h,1130000,2,1,1,1749,,
2,u,520000,1,1,1,,770,2005
2,h,,2,1,1,1661,1023,1900
2,u,1250000,2,2,2,,,2003
1,u,470000,1,1,1,,682,2000
2,u,600000,2,1,1,,792,1996
2,u,670000,2,1,1,,781,2006
3,h,1100000,3,1,0,1133,,
2,h,1532000,,,,,,
2,u,1252000,2,1,2,,,
2,u,,2,2,1,,,2004
2,u,,2,2,2,,1760,2000
2,t,,2,2,1,159995,,2000
2,h,1010000,2,1,1,1529,,1960
2,t,779000,2,1,1,,,
2,h,790000,2,1,1,1188,,
1,u,455500,1,1,1,,,2002
3,h,,3,2,2,,1705,2000
3,h,,3,2,2,,,
2,h,1400000,2,1,1,1848,1122,1934
3,h,1520000,3,2,1,,1760,2016
3,h,1655000,3,1,1,2420,,
1,u,600000,1,1,1,75526,693,2010
1,h,1014000,3,1,0,1661,,
4,h,1450000,,,,,,
4,h,2252000,,,,,,
3,h,1351000,3,1,0,2167,,
3,h,,3,2,4,3300,3300,
2,u,,2,2,2,27071,1320,2010
1,u,,1,1,1,,627,2008
3,u,2460000,3,2,2,55462,1122,1995
1,u,,1,1,1,,770,2000
1,u,,,,,,,
2,h,,2,1,0,1892,,
1,u,390000,,,,,,
2,h,1455000,,,,,,
1,u,540000,1,1,1,,,2000
3,h,3705000,3,2,2,2354,2651,2014
2,h,1180000,2,1,1,3817,,
3,t,950000,3,2,2,,1474,2012
3,h,,3,2,1,,1661,2016
3,h,1350000,3,1,1,1254,1518,1990
3,h,2100000,3,2,1,1870,,
2,u,735000,2,1,1,,1100,2000
3,h,,3,2,1,2057,1595,1997
1,u,400000,1,1,1,,704,2000
2,u,900000,2,1,2,,1034,1997
3,u,,3,2,2,,,
2,u,,2,2,2,,,
1,u,470000,1,1,1,,,
3,h,,3,2,2,2662,,
3,h,,3,1,2,3421,1507,1915
4,h,2160000,3,3,2,2552,2530,
3,h,1380000,3,1,0,,1474,1890
4,h,1970000,,,,,,
3,h,1080000,3,1,2,1276,1045,1910
2,u,,2,2,1,23826,,2012
3,h,1325000,,,,,,
3,h,1405000,3,2,1,1738,,
3,h,,3,2,1,1738,,
2,u,,2,1,1,,,
2,t,,2,1,1,1221,,
2,u,650000,2,1,1,,,
1,u,342000,1,1,1,,374,1960
4,h,2680000,,,,,,
2,h,950000,2,1,1,968,1331,2000
2,u,781000,2,1,1,,803,1930
1,u,549800,1,1,1,,561,2012
2,u,,2,1,1,,1166,2000
4,h,,4,2,0,3300,,
2,h,,2,2,2,2321,1342,1900
2,h,,2,1,2,2420,1287,1920
1,u,492000,1,1,1,19448,495,1888
4,h,,4,2,2,4873,2442,1920
3,t,1660000,,,,,,
1,u,500500,1,1,1,,704,1945
2,u,,2,2,2,,1045,2008
3,h,1240000,3,1,0,2453,,
3,u,1400000,3,2,2,,1496,1920
3,h,,3,2,1,2167,1430,1880
3,u,685000,2,2,1,,1012,1996
2,u,630000,,,,,,
3,u,710000,2,1,1,,1254,1900
1,u,330000,1,1,1,,561,1970
3,h,1430000,3,1,0,1485,,1900
1,u,325000,1,1,1,,,
3,h,,3,1,3,3872,,
3,t,1245000,2,2,1,1408,1474,2000
2,u,830000,2,1,1,7997,,
1,u,,1,1,0,,,
4,h,,1,2,1,3828,2013,1890
2,h,1182500,2,1,0,1551,792,1900
2,h,1303000,2,1,0,3168,1760,1900
1,u,,,,,,,
2,h,1210000,2,1,0,2398,,1910
1,u,482500,2,1,1,4873,550,1970
2,u,,2,1,1,,737,1930
1,u,,1,1,1,11869,,
2,u,,2,1,1,,924,1960
3,h,1730000,2,2,1,2310,,
2,h,,2,2,2,1870,1034,1980
2,h,1090000,2,1,1,1738,,
3,h,1358000,2,1,1,2079,,
2,u,585000,2,1,1,,957,1960
2,h,1106000,2,1,1,,1485,2005
3,h,1650000,3,3,1,2299,,
1,u,,,,,,,
2,h,1590000,2,1,2,3388,1177,1930
2,u,590000,2,1,1,3916,,2005
2,h,1055000,2,1,0,2233,935,1900
2,u,523000,,,,,,
3,h,,3,1,1,2145,1243,1900
2,h,,2,1,1,2112,,
2,h,1800000,,,,,,
2,u,,2,1,1,,,1970
3,u,1350000,3,2,2,,,
2,u,700000,2,1,1,,,1888
2,u,735000,,,,,,
2,u,,,,,,,
2,u,473000,2,1,1,,,
3,h,1100000,2,1,1,1221,1089,2001
2,h,,2,2,0,1694,1320,1910
2,u,,2,1,0,7931,,1970
3,h,,3,2,1,2563,,
3,h,,3,1,0,2310,,
3,h,1590000,,,,,,
2,h,1200000,2,3,1,1001,,
2,h,1100000,,,,,,
3,h,,3,1,1,2387,1287,1910
2,u,,2,1,2,51205,,
4,h,,,,,,,
2,u,530000,2,1,1,,836,1888
3,h,1651000,3,1,2,3234,,
1,u,,1,1,1,,,
2,u,615000,2,1,1,,,
2,u,,,,,,,
2,u,,2,1,1,,,
2,h,1880000,,,,,,
2,u,,,,,,,
2,h,1500000,2,1,2,2442,1188,1930
1,u,,,,,,,
2,u,,,,,,,
2,h,1460000,2,1,2,2497,,
1,u,,,,,,,
4,h,,4,2,2,3696,1144,1890
2,u,,2,1,1,10439,858,1970
4,h,2444000,,,,,,
1,u,,1,1,0,51205,583,1900
2,u,841000,2,2,1,,1111,1850
2,u,570000,2,1,1,,858,2004
2,u,480000,2,1,2,,,1970
1,u,,1,1,1,,,
2,h,1310000,2,1,1,1782,,
3,h,1530000,3,1,0,2541,,
1,u,,,,,,,
1,u,365000,,,,,,
2,u,560000,2,1,1,,781,2000
4,h,,4,2,2,6424,,
1,u,332000,,,,,,
3,h,,3,1,1,2365,1375,1900
4,h,,5,4,1,6622,4950,1911
2,h,1300000,3,1,1,1386,,
2,h,815000,2,1,0,1056,781,1880
2,h,765000,2,1,0,1078,,1890
3,h,,3,2,2,2838,,
4,h,,4,3,2,4158,,1980
2,u,,2,1,1,,,
3,h,,,,,,,
2,h,910000,2,1,1,2013,781,1930
3,t,1450000,3,2,3,21538,1078,1995
3,h,,2,2,1,3058,,
4,h,,5,2,2,3289,3245,2000
2,t,1540000,2,2,1,1243,1144,1945
3,h,1811000,3,2,1,3003,1375,1890
1,u,427000,,,,,,
2,u,500000,,,,,,
2,h,,2,1,1,2123,,
2,h,,2,1,0,1826,,
2,h,1180000,2,1,0,2354,2365,1900
2,u,510000,2,1,1,,,1999
2,u,,2,1,2,,660,1989
3,t,1015000,3,3,1,,,
3,h,1210000,,,,,,
3,h,,3,2,0,2178,,
5,h,,5,3,2,4950,2937,1890
4,h,,4,3,2,4950,2827,1900
1,u,,1,1,1,,,
2,h,,,,,,,
3,h,,3,1,1,1749,,
3,h,1720000,3,2,2,2013,2200,1999
3,h,1050000,3,2,1,90376,1430,1995
2,h,1582000,2,1,0,2354,1342,1915
2,u,,2,1,1,,715,1970
3,h,,3,1,2,3883,,
1,u,,1,1,1,,,
1,u,,,,,,,
3,h,2385000,3,2,2,2387,,1900
1,u,,1,1,1,5698,,
2,u,681000,2,2,1,,1045,1995
1,h,428000,,,,,,
4,h,1820000,4,1,1,3355,,1920
2,u,950000,,,,,,
2,h,480000,,,,,,
2,h,1305000,2,1,1,1441,869,1900
3,h,1255000,3,1,1,2541,1364,1910
3,h,2180000,2,2,2,2618,1683,1890
2,u,712500,2,2,1,,,
2,u,,2,1,1,,814,1888
5,h,,,,,,,
3,h,1720000,3,2,1,2992,1793,1900
2,h,1021000,2,1,1,1925,,
1,u,,1,1,1,,,
3,h,1220000,3,2,1,1232,1100,1900
1,u,240000,1,1,1,,,
2,h,1500000,2,1,2,2596,,
2,u,,2,1,1,,,
3,h,1612000,3,2,0,1606,1529,1900
3,h,1442000,3,1,2,2189,,
2,h,,2,1,0,1298,,
3,h,1250000,3,1,2,7084,1551,1980
3,h,855000,3,1,2,6424,,
4,h,930000,4,2,2,6644,1980,1920
4,h,900000,4,2,1,5830,,1940
3,h,1030000,,,,,,
4,h,1004000,3,0,0,7150,,
2,u,540000,,,,,,
3,h,930000,3,1,2,5698,,
3,h,1200000,3,2,1,5115,,
3,h,721000,3,1,1,6391,,
3,h,751000,3,1,0,1628,33,1950
2,u,,,,,,,
2,t,508000,,,,,,
2,h,835000,2,1,1,5390,,
3,h,637000,3,1,2,3597,,
3,h,1265000,3,2,1,5115,,
3,h,1100000,3,2,3,5390,1430,
4,h,1082000,4,2,3,5874,,
2,t,715000,2,1,1,1452,1331,2009
5,h,630000,5,5,3,2189,55,
2,h,837000,2,1,3,6391,1056,1950
4,h,,4,2,2,6930,2068,1930
2,h,,2,1,1,2354,935,1910
3,t,717000,,,,,,
3,h,950000,3,1,2,6193,1980,1918
3,t,,3,2,1,2596,1364,2000
3,h,840000,3,1,2,7117,,
3,u,496000,3,1,1,2926,1078,1990
2,t,462500,,,,,,
4,h,931000,2,1,1,5489,,
2,h,942000,2,2,0,33407,,
2,h,,4,2,2,5522,803,1960
2,t,,,,,,,
4,t,995000,,,,,,
3,h,,3,1,1,5291,,
2,h,650000,2,1,1,3960,3960,
2,h,850000,2,1,1,3916,1122,1940
3,h,560000,4,1,2,6501,,
3,h,,3,1,2,5709,1496,1950
2,h,540000,2,1,2,2750,1067,2005
3,h,1150000,3,1,2,6226,1573,1910
2,t,868000,,,,,,
3,h,965000,3,1,2,6391,,
3,h,,3,1,1,6347,1100,1950
2,u,422250,,,,,,
3,h,700000,3,1,2,6182,,
3,h,615000,3,1,2,5423,957,1950
2,h,775000,2,1,1,5731,,
3,h,735000,3,1,2,4059,1034,1950
2,u,410000,,,,,,
4,h,1270000,,,,,,
3,h,1081000,,,,,,
3,h,550000,3,2,1,1804,,
3,h,1000000,3,1,2,5093,,
2,h,780000,2,1,3,5225,,
3,h,962000,,,,,,
4,h,1260000,,,,,,
4,h,810000,4,2,2,11374,1661,1950
3,h,843000,3,1,1,5907,,
2,h,600000,2,1,2,2420,1166,2005
2,u,457500,,,,,,
3,h,925000,3,1,2,7623,,1950
1,u,305000,1,1,1,451,,1955
3,h,1080000,3,2,1,4059,,
2,u,656000,2,1,1,2255,,1975
2,h,799900,2,1,2,5060,,
3,h,916000,3,1,3,5753,,
3,h,1000000,3,2,2,1573,33,
4,h,914000,4,1,1,3729,,
3,h,1650000,3,1,2,4972,1419,1890
3,h,860000,,,,,,
3,h,990000,3,2,2,5225,,1920
2,u,512000,2,1,1,1595,,
3,h,600000,3,1,3,5533,1111,1950
2,t,,2,2,1,1727,1188,2004
2,h,,2,1,1,6347,1012,1950
2,h,625000,,,,,,
4,h,910000,4,1,1,6402,,
3,h,485000,3,1,1,2684,,
2,h,,2,1,1,4268,1012,1945
2,u,380000,,,,,,
3,h,900000,3,1,1,5797,,
4,h,1000000,4,1,2,6248,,
2,h,722000,2,1,1,4400,968,1955
3,t,785000,,,,,,
3,h,910000,3,1,1,5346,,
4,h,1260000,4,3,2,7194,1650,1950
2,t,635000,2,1,1,869,,
2,h,,2,2,1,3718,3619,
3,h,550000,3,1,1,4455,,
2,u,485000,2,1,1,1287,803,1965
3,h,690000,3,1,1,6534,1012,1960
2,h,1065000,2,1,3,5577,1254,1910
3,h,1200000,3,1,1,9317,1320,1965
3,u,798000,3,2,2,2332,,2005
2,h,850000,2,1,1,7359,,
3,h,1355000,3,1,2,10076,,
3,h,815000,3,1,1,,,
3,h,971000,3,1,2,6710,,
2,u,530000,2,1,1,1166,814,1970
3,h,,3,1,2,6160,,
3,h,900000,3,1,1,5192,1617,1965
5,h,1615000,,,,,,
2,h,700000,2,1,1,2354,935,1910
3,h,930000,3,1,0,4983,,
2,h,920000,2,2,2,5676,1067,1935
3,h,,3,1,1,6556,,
3,h,842000,3,1,1,4378,,
2,t,620000,,,,,,
1,u,,1,1,1,,693,2010
1,h,830000,1,1,0,4367,,1930
2,t,520000,,,,,,
3,h,980000,3,2,1,5269,1331,1930
3,h,800000,3,3,2,4631,,
2,t,557000,,,,,,
4,h,930000,4,2,2,5984,,
3,h,930000,3,1,2,5148,,
2,h,886000,2,1,2,5137,1012,1950
3,h,1080000,3,1,1,5357,2079,1925
3,h,1040000,2,1,2,6105,,
4,h,1400000,4,2,2,6149,2387,1925
2,t,660000,2,1,1,1243,990,2013
2,u,436000,2,1,1,,715,1980
2,h,876000,2,1,2,5269,935,1950
2,h,910000,2,2,1,3872,1133,1950
3,h,1000000,3,2,2,2497,,
3,h,800000,3,1,2,5676,,
3,h,928000,3,2,1,,,
3,h,1070000,3,1,2,6435,,
2,h,565000,2,1,2,3839,,1950
4,h,,5,3,5,11418,2431,1945
3,t,714000,3,2,2,2035,1265,2005
3,h,904000,,,,,,
2,u,,2,2,1,,,
2,h,770000,2,2,1,836,1419,2013
3,h,1226000,3,1,4,7777,,
3,h,810000,2,1,1,4631,1067,1930
3,h,,3,1,1,5148,1551,1940
3,h,1127000,3,2,2,6490,1540,1940
3,h,750000,3,1,2,4499,,
2,u,465000,,,,,,
3,t,,,,,,,
3,h,980000,3,1,1,5335,,
3,h,670000,3,1,2,2981,,
4,h,1315000,4,3,2,9196,,1941
2,h,,2,1,3,5181,,
2,t,528888,,,,,,
2,h,780000,2,1,1,3410,792,1950
2,h,986000,2,1,1,5192,1529,1940
2,h,771000,2,1,1,5324,,
4,h,760000,9,8,7,13794,3080,1928
2,t,,,,,,,
3,h,850000,3,2,1,,1562,
3,h,890000,3,1,2,4994,,
2,h,1088000,2,1,2,7832,,
3,h,675500,,,,,,
3,h,1123000,3,1,2,5544,5566,1950
4,h,600000,4,1,2,2596,,
1,u,300000,1,1,1,,737,2005
2,h,890000,2,1,3,5423,1045,1950
3,t,765000,,,,,,
3,h,1040000,3,2,1,3443,,
3,h,1050000,3,2,1,4983,,1948
2,t,662500,,,,,,
2,h,900000,2,1,1,5819,5808,
2,u,425000,2,2,1,16335,759,2010
3,t,585000,,,,,,
2,u,515000,2,1,1,2057,660,2005
3,h,1040000,3,1,2,4389,1331,1940
2,h,520000,2,1,2,1958,,2012
3,u,605000,3,1,2,2112,,
2,t,530000,,,,,,
3,h,890000,3,1,2,5445,1100,1950
2,h,790000,2,1,1,2926,1100,1925
3,h,1000000,4,1,2,6831,,
2,h,860000,2,2,1,4565,1518,1925
2,h,630000,2,1,1,4092,902,1940
4,h,660000,4,2,1,,,
3,h,810000,3,1,1,5720,,
4,h,875000,4,1,2,4400,1617,1940
3,h,923000,3,1,0,3663,1298,1920
4,h,920000,3,1,1,4356,2024,1920
3,h,1150000,3,1,4,8008,,
4,h,871000,4,2,1,6171,1650,1950
4,h,910000,4,1,3,6347,,
2,h,,2,1,1,7898,,1950
3,h,1330000,3,2,3,5522,,
2,h,651000,,,,,,
4,h,950000,4,2,1,2673,1540,2005
3,h,821000,3,1,2,4356,,
2,t,,,,,,,
2,u,,2,1,1,2387,,1995
3,h,888500,3,1,2,5467,,
3,h,,3,2,2,3674,1419,1940
3,h,,3,1,2,4312,1507,1950
4,h,870000,4,1,2,4400,1287,1890
3,h,1186000,2,1,1,7843,913,1960
5,h,,5,2,2,6490,3091,1999
3,h,900000,3,1,2,6160,,1950
3,h,800000,3,1,2,2277,,1910
3,h,1030000,3,2,3,4697,,
4,h,1615000,3,2,3,9790,,
3,h,715000,2,1,1,5137,,
2,u,610000,2,1,1,1386,869,1970
3,h,1162500,3,2,2,5093,1353,1920
3,h,,3,2,2,5918,2013,1950
3,h,775000,,,,,,
4,h,1142500,3,1,2,6160,1760,1970
12,h,,,,,,,
3,h,930000,3,1,2,7469,1573,1950
3,h,875000,3,2,1,7150,1309,1950
3,h,852000,,,,,,
2,t,571000,,,,,,
2,t,535000,,,,,,
4,h,840000,4,1,2,4290,1320,1950
3,h,805000,2,1,2,5148,,
3,h,750000,3,3,2,,1397,2005
4,h,750000,3,2,2,5500,1650,1950
2,h,745000,,,,,,
3,u,666000,,,,,,
2,u,,2,1,1,1617,,1998
3,u,475000,3,1,1,2101,1177,1990
5,h,,,,,,,
3,h,738000,,,,,,
2,t,355000,,,,,,
3,h,590000,,,,,,
2,h,,2,1,1,7645,1342,1950
2,u,415000,2,1,1,2079,924,2012
2,h,428000,,,,,,
3,h,731000,3,1,2,8569,1518,1950
3,h,798000,,,,,,
3,h,725000,,,,,,
2,u,352000,2,1,1,1287,682,2012
3,h,723000,3,1,1,5885,946,1950
2,u,336000,2,1,1,1089,737,1970
3,h,685000,3,1,1,13882,935,1955
2,u,550000,,,,,,
2,h,,2,1,2,8184,,
3,t,620000,3,2,2,2277,,2006
3,h,620000,3,1,2,8382,,
3,h,1025000,3,2,2,7436,2992,1950
2,t,490000,2,1,1,1001,924,2014
3,h,911000,,,,,,
3,h,805000,3,1,2,2497,1298,1930
4,h,770000,4,1,2,9405,,
3,h,659500,,,,,,
3,h,660000,,,,,,
3,u,645000,3,1,2,3080,,2002
3,h,1005000,3,2,4,5126,5137,1930
2,h,931000,2,1,1,5357,,
2,h,810000,2,1,2,10450,,
3,t,770000,,,,,,
2,t,400000,,,,,,
3,h,750000,,,,,,
2,h,535000,2,1,1,2574,1012,2014
2,u,,2,1,1,968,594,1970
2,t,575000,,,,,,
3,h,920000,3,2,2,6853,,
3,h,800000,3,1,5,51469,1870,1975
3,h,510000,3,1,2,5973,1485,1965
2,t,,,,,,,
3,h,651000,3,2,3,7139,1254,1950
2,u,,2,1,2,1606,,
3,h,502500,2,1,2,5401,,
2,h,365000,2,1,1,3960,913,1960
2,u,405000,2,1,1,1881,1034,2009
3,t,,,,,,,
3,t,620500,3,2,1,1738,1287,2011
3,h,730000,2,1,1,6006,,
1,h,260000,1,1,1,1551,880,2000
3,h,665000,3,1,4,5533,,
3,h,625000,3,2,1,2937,2046,2003
2,u,357500,2,1,1,1419,,
3,h,756000,,,,,,
5,h,1195000,,,,,,
2,t,475000,,,,,,
3,u,542000,,,,,,
2,u,427500,2,1,1,1606,924,1980
4,h,851000,4,2,2,6391,2684,2006
3,h,998000,3,2,3,5269,1683,1950
3,u,,,,,,,
4,h,1030000,4,2,3,6930,2090,1935
2,h,498000,2,1,3,3410,,
2,u,410000,2,1,1,1980,671,2004
2,u,450000,2,1,1,1045,,
1,u,341000,1,1,1,1375,,
2,u,270000,2,1,1,,,
3,h,900000,3,2,2,6974,,
3,h,500000,3,1,1,3520,,
4,h,1015000,4,1,1,5698,1485,1920
3,h,915000,3,3,2,6798,1683,1960
2,h,380000,2,1,1,1749,,1990
2,u,468000,3,2,2,2574,,
3,h,800000,3,1,2,6270,,1950
2,u,380000,2,1,1,1639,770,1980
3,h,600000,3,1,1,4070,,
3,t,530000,3,2,1,2519,1430,2008
2,u,434000,,,,,,
3,t,592000,3,1,1,2970,1760,2016
4,h,,,,,,,
3,h,885000,,,,,,
2,h,611000,2,1,2,4169,,
